"closure_id","stable_order","source_commit","source_path","source_sha256","source_bytes","source_lines","source_alpha_token_count","closure_included","canonical_reader_reachable","canonical_reader_order","inclusion_class","inclusion_reason","source_role","source_title_locator","source_olfileid","import_count","imports_resolved_ordered","imports_unresolved","incoming_importer_count","incoming_importers","asset_dependency_count","asset_dependencies","environment_total","environment_counts","part_macro_count","chapter_macro_count","section_macro_count","definition_object_count","theorem_object_count","proposition_object_count","lemma_object_count","corollary_object_count","example_object_count","problem_object_count","proof_object_count","figure_object_count","tikz_object_count","label_count","reference_count","citation_count","math_segment_count","ar_target_path","ar_status","ar_sha256","ar_qa","fa_IR_target_path","fa_IR_status","fa_IR_sha256","fa_IR_qa","paired_acceptance"
"OLP-0011","11","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/relations-complete.tex","7e1363f3e757004246334478742e4199101dbb2551fac272462454cd40161e23","438","29","22","true","true","11","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","Relations","","8","content/sets-functions-relations/relations/relations-as-sets.tex|content/sets-functions-relations/relations/reflections.tex|content/sets-functions-relations/relations/special-properties.tex|content/sets-functions-relations/relations/equivalence-relations.tex|content/sets-functions-relations/relations/orders.tex|content/sets-functions-relations/relations/graphs.tex|content/sets-functions-relations/relations/trees.tex|content/sets-functions-relations/relations/operations.tex","","1","content/sets-functions-relations/sets-functions-relations-complete.tex","0","","1","document:1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/sets-functions-relations/relations/relations-complete.tex","ACCEPTED","9c8a89c1e7a5ae14a2e917c358920e5fb1fbebb51488fa4cae326e3de50dd303","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/relations-complete.tex","ACCEPTED","3fe8611344f06a83f8cdadf3e96b4867f06511e551e9770602a14475ffa291e6","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0012","12","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/relations-as-sets.tex","412c6fa44ead94f076dfea7cd23f9e3cd748b08c1882dcb129b15f8efcf5c29c","5376","126","700","true","true","12","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Relations as Sets","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","7","array:1|defn:1|document:1|ex:1|explain:2|prob:1","0","0","1","1","0","0","0","0","1","1","0","0","0","0","2","0","83","locale/ar/content/sets-functions-relations/relations/relations-as-sets.tex","ACCEPTED","15153fc56fe633aafce519b0b35ad462cc7203bdb71636617e8df2543c5e02b5","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/relations-as-sets.tex","ACCEPTED","481c3bbc5ebd8758ead1c7570a6436f67f15413207e281a07ec98f344aa95f0e","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0013","13","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/reflections.tex","1f94c1032eaedb73b1de69e6f010b8e0c7437fe240ab280583ff358896fa4b27","4065","77","597","true","true","13","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Philosophical Reflections","sfr","0","","","1","content/sets-functions-relations/relations/relations-complete.tex","0","","2","align*:1|document:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","1","25","locale/ar/content/sets-functions-relations/relations/reflections.tex","ACCEPTED","5498ef36398ef7eda3890063ca562a6ebd3a40c4806b87fcd95fa3eee7649ff0","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/reflections.tex","ACCEPTED","8e9f418e34a61ec9aa779fa87caf6243faa13a8f5421693c677b281369858539","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0014","14","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/special-properties.tex","f9bdfcb4c680ea58fdb209f0347c2f8055de96558caf69a26ec3ce8e1e7ce6a1","3165","85","438","true","true","14","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Special Properties of Relations","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","11","defn:7|document:1|explain:1|intro:1|prob:1","0","0","1","7","0","0","0","0","0","1","0","0","0","0","0","0","47","locale/ar/content/sets-functions-relations/relations/special-properties.tex","ACCEPTED","71c5d1a7e5d98f0c774812917ff58450f66a62674031ef09115006969f1b6a22","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/special-properties.tex","ACCEPTED","abdec2ae02ffa0668b36ef0cd4bd521bc5357c9c6a7acb5465589196e7c28d7c","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0015","15","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/equivalence-relations.tex","0b2167d0a9633938fd173d396f9e92b795826821471ff111483f7c7088a4be46","3470","84","460","true","true","15","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Equivalence Relations","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","7","defn:2|document:1|ex:1|prob:1|proof:1|prop:1","0","0","1","2","0","1","0","0","1","1","1","0","0","0","0","0","70","locale/ar/content/sets-functions-relations/relations/equivalence-relations.tex","ACCEPTED","52298e1712e991a79d5575bf1e3f8f04dc0e98b47b396eaba3271bef4ccfdf5b","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/equivalence-relations.tex","ACCEPTED","b1fdaac070c36b48ccda7e5de03fdc338d049a35a7d57791174e74019ecf40ab","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0016","16","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/orders.tex","c6b7f7f49379f9cac28d844270639eae141152978ef8ad68065d0cfd83ccbd38","6476","169","917","true","true","16","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Orders","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","20","defn:5|document:1|ex:6|explain:1|prob:1|proof:3|prop:3","0","0","1","5","0","3","0","0","6","1","3","0","0","0","1","0","117","locale/ar/content/sets-functions-relations/relations/orders.tex","ACCEPTED","1cc56a15b577360493df723d9dee4c7cbb63911a900ccfc78fd9b8c2a2dbfdfc","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/orders.tex","ACCEPTED","0b3dc4c4959237688268faee51b97b33ee9574e1e89e8ce564ea1d6c1e811168","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0017","17","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/graphs.tex","a538018608ce97d0b371a392912c3d6825d8f3b17719bceca5744a77ace26351","3016","78","397","true","true","17","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Graphs","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","8","align*:1|defn:1|document:1|ex:1|explain:1|prob:1|tikzpicture:2","0","0","1","1","0","0","0","0","1","1","0","0","2","0","0","0","27","locale/ar/content/sets-functions-relations/relations/graphs.tex","ACCEPTED","dc66fb221dbb54e6c6840565403ae578047dae9b48c203cf3612434fe8115ae0","PASS_STATIC_SEMANTIC_TIKZ_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/graphs.tex","ACCEPTED","ecc7c9249ea6e996e46de7788780925a8ec7cd0768ce24ab91876d3acc9e9bf9","PASS_STATIC_SEMANTIC_TIKZ_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0018","18","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/trees.tex","57cc56ee55506aa19e7be6129d2cad6b8635fd2d6407399d4f774782f2cdd588","5232","131","791","true","true","18","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Trees","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","12","center:1|defn:4|document:1|ex:2|proof:1|prop:2|tikzpicture:1","0","0","1","4","0","2","0","0","2","0","1","0","1","0","0","0","109","locale/ar/content/sets-functions-relations/relations/trees.tex","ACCEPTED","d055afdac6a12e379a74654c02d12360e4c8f8729135b89807d3f93717ef3186","PASS_STATIC_SEMANTIC_TIKZ_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/trees.tex","ACCEPTED","15a3ccad1e07ee0fcf9508e1b5a806b9140961b048af5c30717c4d8717b3f111","PASS_STATIC_SEMANTIC_TIKZ_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0019","19","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/relations/operations.tex","5e6f57e9ddf53e1624955adabd594ea3855ad787c1074ba12421b0025b432372","2234","72","281","true","true","19","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Operations on Relations","sfr","0","","","2","content/sets-functions-relations/relations/relations-complete.tex|content/sets-functions-relations/relations/relations.tex","0","","6","defn:2|document:1|ex:2|prob:1","0","0","1","2","0","0","0","0","2","1","0","0","0","0","2","0","48","locale/ar/content/sets-functions-relations/relations/operations.tex","ACCEPTED","3ab722cfd8b2b8379ad83e183f1807b825ed0638423f202fbf407ba1b0a4ef8a","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/relations/operations.tex","ACCEPTED","e856c2a5169b4a7827113178d7a2574436668d2dc570dc99ec0c5db4ffb95058","PASS_STATIC_SEMANTIC_INDEPENDENT_AI_BUILD_VISUAL_RELATIONS_INTEGRATION_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
"OLP-0020","20","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/sets-functions-relations/functions/functions.tex","ce481e97a8f301c749d1461326b4ee3d0792b4adc15a1fceb7c6ed3b58ceca54","425","27","20","true","true","20","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","Functions","","6","content/sets-functions-relations/functions/function-basics.tex|content/sets-functions-relations/functions/function-kinds.tex|content/sets-functions-relations/functions/functions-relations.tex|content/sets-functions-relations/functions/inverses.tex|content/sets-functions-relations/functions/composition.tex|content/sets-functions-relations/functions/partial-functions.tex","","2","content/sets-functions-relations/sets-functions-relations-complete.tex|content/sets-functions-relations/sets-functions-relations.tex","0","","1","document:1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/sets-functions-relations/functions/functions.tex","ACCEPTED","87007c764c936301137307bc9f64660d9380a171a7d72e60d0e775f017e9e635","PASS_STATIC_SEMANTIC_BUILD_VISUAL_INDEPENDENT_AI_WITH_ACCESSIBILITY_CAVEAT","locale/fa-IR/content/sets-functions-relations/functions/functions.tex","ACCEPTED","d788ebf360b902a4ee9b4ee92e6ea1b59499edb8aeb6de00e88b0fdad0144964","PASS_STATIC_SEMANTIC_BUILD_VISUAL_INDEPENDENT_AI_WITH_ACCESSIBILITY_CAVEAT","ACCEPTED"
